months_since_last_pymnt_d_last_credit_pull_d,months_since_issue_d_last_credit_pull_d,out_prncp_inv,grade,last_pymnt_amnt,dti,total_rev_hi_lim,total_rec_int,months_since_earliest_cr_line,revol_util,tot_cur_bal,verification_status,inq_last_6mths,credit_event
0,7,22307.8,E,649.15,25.98,4400,2823.86,226,54.4,106536,Source Verified,1,0
1,8,4190.77,C,172.48,12.69,10200,394.06,343,53.7,106281,Source Verified,3,0
0,2,5235.58,B,177.45,17.94,11800,84.38,339,28.3,142497,Not Verified,0,0
0,6,17456.27,B,645.25,25.41,41000,781.21,121,82.4,47394,Source Verified,0,0
0,4,10114.68,D,400.52,20.89,5400,628.59,116,53.1,44587,Verified,0,0
0,5,14069.92,C,335.87,9.91,17300,739.03,330,77.0,13315,Not Verified,0,0
1,12,2243.06,B,94.94,12.57,55700,191.02,252,25.8,98682,Not Verified,1,1
0,4,20942.88,C,504.3,12.56,28600,927.5,239,91.6,244808,Not Verified,1,0
0,6,7056.39,C,266.83,14.19,14300,409.09,193,63.3,421958,Source Verified,2,0
1,11,5561.63,D,258.75,2.33,5800,942.1,99,48.5,2933,Verified,0,0
0,6,7926.66,E,331.04,6.57,21150,778.65,203,43.0,9138,Source Verified,1,0
0,9,11658.69,B,483.94,18.6,25200,997.5,249,68.9,38547,Not Verified,0,0
0,5,3775.93,C,137.98,12.13,38300,186.61,169,68.8,66860,Source Verified,0,1
0,5,1769.52,C,68.35,10.12,45800,108.16,208,16.9,57270,Verified,1,0
1,8,11993.74,E,331.89,32.77,36600,1307.12,197,74.5,314893,Verified,0,0
1,11,0.0,D,549.32,22.16,4000,182.89,193,96.1,101918,Not Verified,0,0
0,7,10973.92,C,275.07,36.11,29000,890.52,140,29.6,93494,Not Verified,1,0
0,11,12173.51,D,337.42,4.57,19900,1873.0,183,21.6,97021,Source Verified,0,0
0,12,5460.11,D,279.64,5.19,9400,1110.66,457,31.7,34895,Source Verified,0,0
0,8,8028.23,B,322.63,12.4,11600,618.21,211,29.8,3457,Not Verified,0,0
0,3,7331.64,C,266.6,33.63,52000,250.61,178,26.8,146544,Source Verified,3,0
0,12,2591.05,C,121.32,19.16,65300,419.74,379,78.8,231999,Verified,2,0
0,1,0.0,D,13378.9,31.11,21100,229.12,95,64.9,27370,Source Verified,1,0
1,12,10700.24,A,456.54,15.66,28200,717.16,182,53.4,412500,Source Verified,0,0
1,10,31229.04,C,826.24,12.83,26900,3665.2,100,85.0,208857,Verified,0,0
0,4,19055.22,C,465.27,12.43,11000,877.44,118,76.9,108423,Source Verified,0,0
1,3,11436.12,B,395.89,17.81,19200,220.21,202,64.8,30912,Source Verified,0,0
0,8,15336.66,E,439.32,26.3,7400,2178.88,67,85.3,37925,Source Verified,0,0
1,3,9542.56,C,338.54,32.74,22300,204.83,220,47.0,115953,Verified,0,0
0,1,14822.07,C,342.68,28.12,37200,142.78,160,51.4,281460,Not Verified,1,0
-4,1,13625.29,C,512.6,9.34,23100,664.03,104,50.6,162177,Not Verified,0,0
1,9,18182.92,D,492.23,26.88,27400,2102.37,189,61.5,27621,Source Verified,0,0
0,5,11299.2,C,283.28,27.53,10700,705.83,160,70.6,246031,Source Verified,0,0
0,6,10240.23,B,387.15,8.84,19900,556.47,168,63.1,12555,Not Verified,0,0
0,6,2579.05,C,101.56,14.62,22000,183.97,248,12.0,331138,Not Verified,5,0
0,5,10541.17,C,413.94,17.03,22000,689.68,133,34.0,45767,Verified,1,0
0,2,2854.01,B,95.64,8.7,23500,42.23,249,16.9,26060,Not Verified,2,0
0,1,12659.69,F,360.06,27.46,25200,228.43,234,99.6,209393,Verified,0,0
0,3,22648.71,B,804.14,23.59,44800,647.1,244,49.0,55282,Verified,0,0
0,2,2956.11,C,2000.0,12.41,82100,121.84,182,7.8,26691,Verified,1,0
0,10,17644.76,D,482.23,16.98,34900,2432.37,113,44.2,41539,Source Verified,0,0
1,6,11263.38,C,271.14,26.23,9600,610.62,110,73.4,59436,Source Verified,1,0
0,4,0.0,B,70.22,25.2,33900,511.23,526,36.2,96216,Source Verified,0,0
1,6,13230.24,D,347.87,17.44,4000,943.16,135,88.2,16682,Not Verified,0,0
0,7,10957.72,C,271.14,34.32,49500,847.24,223,78.2,158681,Not Verified,0,0
0,5,15173.21,D,700.0,16.31,22500,1137.04,70,90.8,37433,Verified,0,0
0,3,11083.34,A,366.37,5.24,18700,178.29,99,59.8,11178,Not Verified,0,0
0,7,11009.0,C,462.77,33.77,53800,919.26,237,71.0,238496,Not Verified,0,0
0,10,8979.89,B,387.15,25.64,11400,882.3,154,79.3,20868,Source Verified,0,0
0,9,13564.32,E,393.42,24.68,32900,2088.83,344,26.6,148939,Source Verified,1,0
0,4,4044.53,A,138.73,17.57,15370,97.73,192,51.0,35058,Not Verified,1,0
1,6,12821.14,D,517.5,27.24,24300,994.58,40,45.0,42798,Source Verified,0,0
1,12,14194.32,C,655.6,22.76,14400,2116.29,155,85.1,201910,Not Verified,0,0
1,4,19248.85,B,440.16,30.99,33600,556.52,165,56.2,158553,Not Verified,0,0
0,1,11721.38,C,398.52,19.66,11500,111.91,64,65.4,55625,Source Verified,0,0
0,2,33248.48,A,1084.87,25.08,78400,404.1,331,45.6,144981,Verified,0,0
0,3,33788.48,C,826.24,14.35,150600,1210.23,344,41.2,253416,Verified,2,0
0,11,21377.86,B,543.44,29.56,71100,2340.44,282,35.9,650120,Source Verified,0,0
0,2,9504.16,A,312.86,14.45,28700,125.5,136,31.8,605718,Source Verified,0,0
0,5,17674.39,C,677.07,3.23,12000,1030.12,364,32.6,4237,Source Verified,0,0
0,1,5080.37,C,174.19,23.53,32800,50.92,155,93.2,364497,Source Verified,0,0
0,11,25783.55,E,1251.16,9.4,23600,5160.93,185,61.2,62979,Source Verified,0,0
0,2,34042.18,C,779.45,29.42,99270,675.19,299,72.0,475065,Verified,0,0
0,2,15206.64,A,500.58,28.33,95200,193.77,192,37.0,57886,Source Verified,0,0
0,2,24376.34,A,774.91,19.76,85200,131.08,290,81.5,217896,Source Verified,0,0
0,5,9646.41,B,350.67,15.82,8800,394.16,159,76.9,36619,Source Verified,0,0
0,12,7107.8,C,340.13,31.8,99200,1181.77,242,32.0,144718,Verified,2,0
1,4,5552.26,A,187.72,9.67,24500,112.79,259,90.3,319734,Verified,0,0
0,10,5290.57,B,230.94,29.29,11200,595.49,45,50.2,17588,Source Verified,0,0
0,1,11857.95,D,428.86,16.06,40000,147.42,256,,39864,Verified,0,0
0,10,6316.17,B,420.0,22.89,30700,776.38,137,25.0,16658,Source Verified,0,0
0,1,7803.77,B,252.1,20.0,19800,52.15,159,50.0,99105,Not Verified,1,0
1,3,29013.86,E,761.18,34.36,46500,880.69,197,7.8,113432,Not Verified,0,0
1,12,7021.86,B,318.82,19.73,25700,922.49,222,55.4,230801,Not Verified,0,0
0,7,18569.43,E,522.21,27.78,31700,2132.15,350,55.8,222792,Verified,0,0
0,8,8136.54,A,319.12,20.89,11200,485.03,211,96.3,104039,Not Verified,0,0
1,6,25537.78,D,679.33,13.62,35800,1908.07,211,66.3,410221,Not Verified,0,0
0,11,10282.46,C,281.85,12.26,11800,1522.94,368,25.0,30654,Source Verified,0,0
0,1,17555.2,A,563.15,8.31,7600,110.46,155,14.2,267367,Verified,0,0
0,9,4650.4,B,191.28,11.22,8100,368.86,157,94.7,69685,Source Verified,1,0
0,8,12774.6,B,502.72,31.04,29100,789.09,113,24.1,95135,Source Verified,0,0
1,9,6452.19,B,263.93,31.9,13300,553.38,282,34.5,10776,Source Verified,0,0
0,9,12426.09,D,557.0,31.07,19000,1784.59,46,59.4,33713,Source Verified,2,0
0,1,6252.19,D,230.0,32.59,11400,76.71,139,45.1,18739,Source Verified,0,0
1,5,19243.56,D,506.35,31.68,29700,843.95,132,84.0,330933,Not Verified,0,1
0,4,12763.0,D,496.01,8.7,8200,795.72,165,60.5,326610,Verified,1,0
0,5,17068.3,B,612.68,13.31,34200,613.98,327,59.4,20499,Source Verified,1,0
0,1,9381.14,C,324.3,32.63,7500,98.41,166,2.6,51975,Verified,1,0
0,6,6871.51,C,268.36,31.85,46400,470.39,214,11.3,92396,Not Verified,1,0
0,8,16803.47,D,699.3,10.3,3100,1663.88,104,64.2,117485,Source Verified,1,0
0,1,2494.82,D,90.35,1.24,2700,30.48,288,59.0,1588,Source Verified,1,0
0,6,20585.53,C,800.48,14.1,47000,1372.02,138,45.7,30653,Source Verified,2,0
0,5,26543.13,C,1025.19,7.48,18200,1645.76,139,37.4,35110,Source Verified,0,0
0,8,11055.79,E,491.03,16.05,14800,1544.98,107,65.5,9697,Verified,1,0
0,9,2367.98,C,103.49,33.16,32200,296.95,259,42.4,37265,Not Verified,1,0
0,12,6278.63,B,288.26,4.28,11400,728.26,179,31.8,104163,Verified,0,0
0,8,10609.75,D,454.55,26.11,60000,1223.6,146,50.8,69431,Not Verified,0,0
0,6,18633.76,D,734.27,8.8,19800,1286.9,303,29.8,27983,Source Verified,0,0
1,6,13174.53,B,483.94,4.25,82600,585.91,231,37.2,30692,Source Verified,2,0
0,12,12163.29,B,320.25,23.33,18300,1596.7,139,67.6,281848,Not Verified,1,0
0,7,25498.51,B,616.22,32.37,72400,1794.11,238,70.4,66121,Source Verified,1,0
1,11,2247.33,B,95.64,5.69,10600,202.2,135,45.8,4851,Not Verified,0,0
0,1,17766.07,B,380.33,5.78,18300,136.64,177,65.7,12014,Not Verified,0,0
0,2,16764.61,D,411.7,18.65,22700,408.65,234,26.0,32010,Source Verified,0,0
0,7,3528.68,D,146.86,31.32,15000,353.06,173,61.9,40501,Verified,3,0
1,5,7235.12,B,261.88,33.27,20100,277.76,163,65.2,167439,Source Verified,0,0
1,12,13083.71,D,368.69,32.93,48100,2111.82,334,61.0,45838,Source Verified,0,0
1,3,11423.11,B,387.15,17.29,16600,190.75,190,44.7,19090,Source Verified,0,0
0,4,9019.34,B,318.79,24.26,21000,284.31,150,20.4,42496,Not Verified,0,0
0,0,0.0,A,35050.17,28.41,14200,19.49,219,77.2,56318,Verified,0,0
0,1,23256.15,A,750.86,30.78,87000,146.49,147,46.5,111745,Source Verified,0,0
1,12,11487.56,E,340.25,9.7,12600,2152.41,86,50.3,128332,Source Verified,0,0
0,6,21824.52,B,503.44,10.87,17000,1132.01,158,70.6,224719,Source Verified,1,0
0,4,33521.71,E,893.54,12.57,56100,2060.38,147,24.6,160373,Source Verified,2,0
0,1,6219.81,E,241.54,19.93,3400,101.06,50,67.1,34768,Source Verified,0,0
0,4,4564.63,D,179.69,27.55,18400,271.19,122,75.2,57542,Verified,0,0
0,10,7590.55,C,335.45,15.83,25600,938.0,135,72.1,499564,Not Verified,1,0
0,7,18317.33,C,465.27,26.81,35100,1543.13,145,64.2,97033,Source Verified,0,0
0,6,4310.63,C,172.48,37.34,21300,341.44,253,45.6,21586,Verified,0,0
0,9,24935.42,C,651.37,14.16,9200,2775.99,207,92.3,37575,Verified,0,0
1,10,0.0,A,15006.75,14.06,56400,933.02,377,42.3,159011,Not Verified,0,0
0,6,12829.01,B,491.01,23.25,28600,765.91,126,50.8,290592,Not Verified,0,0
1,6,0.0,B,21481.21,12.25,29300,1284.76,169,84.6,164326,Source Verified,3,0
0,2,11383.94,G,363.26,46.28,10000,505.95,131,34.6,53721,Verified,0,0
-1,0,18715.47,A,553.76,13.82,120600,62.31,443,43.8,189058,Not Verified,0,0
0,5,6341.92,B,237.53,4.53,6100,324.96,108,23.9,1460,Verified,0,0
3,12,0.0,C,16984.36,15.6,5900,1646.73,167,40.9,31533,Source Verified,0,0
0,12,18052.69,D,516.17,15.07,38100,3227.49,211,38.4,338813,Verified,1,0
0,8,0.0,A,12348.64,1.35,86000,529.78,301,7.5,182019,Not Verified,0,0
0,8,20292.38,E,579.44,19.78,4700,2449.17,131,61.4,136916,Verified,2,0
0,1,3075.99,B,103.46,20.34,6300,25.52,348,45.0,3208,Verified,0,0
5,12,0.0,D,7481.67,21.51,24000,799.03,422,10.7,8447,Source Verified,2,0
0,9,8769.04,D,387.24,15.33,12430,1159.99,331,49.0,348987,Not Verified,3,0
0,10,9589.08,D,437.06,25.11,15700,1438.0,130,85.3,18602,Not Verified,1,0
0,6,17577.29,A,382.55,9.35,71700,657.1,258,39.7,276750,Source Verified,0,0
0,4,2715.31,B,98.98,16.34,12600,109.31,330,11.2,149161,Source Verified,0,0
0,7,16761.74,D,708.5,3.63,6600,1827.48,158,99.3,168073,Verified,0,0
0,6,27813.48,C,687.68,12.0,8100,1917.34,166,70.6,60740,Verified,0,0
0,9,3726.06,B,200.0,11.27,11500,323.01,73,26.0,17647,Not Verified,1,0
0,1,9759.78,B,321.55,26.63,24515,70.49,307,47.2,138603,Verified,1,0
1,3,9519.25,B,322.63,17.03,42200,158.96,251,67.8,385730,Not Verified,0,0
0,7,6069.78,D,256.67,0.49,1500,659.67,227,91.5,17180,Verified,0,0
1,11,1856.55,A,77.11,8.91,15600,126.69,87,15.7,78765,Not Verified,0,0
0,2,15818.57,C,374.18,16.91,48100,342.32,220,54.9,154593,Verified,0,0
0,9,5459.13,B,229.14,13.83,14500,517.12,177,48.7,58323,Not Verified,0,0
0,12,5361.77,C,259.96,38.81,5400,975.04,160,61.0,28083,Source Verified,0,0
0,2,14623.72,A,493.98,12.51,24300,103.35,288,67.1,44769,Source Verified,0,0
0,5,18348.76,A,650.92,22.83,19500,594.89,101,60.7,123711,Source Verified,0,0
0,6,13684.24,B,523.75,20.25,23500,816.97,338,55.5,145898,Not Verified,0,0
6,8,0.0,B,543.44,29.33,60800,424.51,183,39.1,151985,Source Verified,0,1
0,9,31507.2,C,790.82,28.84,46000,2784.41,404,91.0,231692,Verified,1,0
0,6,8492.75,A,312.86,16.18,27200,365.53,161,35.9,9754,Source Verified,0,0
0,12,4914.37,D,230.0,11.7,13200,885.16,315,31.5,18567,Source Verified,1,1
1,12,3663.17,C,167.01,16.18,9800,493.4,153,69.5,17370,Not Verified,0,0
0,1,16573.55,A,524.06,4.61,67800,84.6,311,20.5,261745,Source Verified,0,0
0,3,5582.15,C,201.27,20.26,44800,181.73,158,42.8,434927,Not Verified,3,0
1,3,4767.69,C,166.77,26.25,5200,94.4,137,48.6,44171,Source Verified,1,0
0,7,10882.36,B,264.1,9.96,24700,768.9,243,30.6,149530,Source Verified,0,0
1,9,11892.78,A,455.86,6.45,48400,534.72,193,39.8,195552,Not Verified,1,0
0,2,2950.72,C,103.02,7.33,7500,50.16,432,50.9,285050,Source Verified,0,0
0,5,4352.22,A,150.58,15.56,35200,102.16,111,41.0,25530,Source Verified,0,0
0,1,23719.05,C,554.35,10.73,28600,255.17,135,55.3,15813,Source Verified,0,0
0,6,5215.23,E,218.58,9.1,10900,520.53,217,53.0,5825,Not Verified,1,0
0,2,19501.07,A,619.93,5.02,53500,104.87,270,27.2,37862,Source Verified,1,0
0,11,29113.85,D,795.68,20.39,43179,3999.1,257,76.5,477022,Verified,0,0
0,3,22809.98,A,750.86,22.23,93500,301.18,526,60.1,675574,Verified,0,0
0,9,14642.15,B,617.86,28.78,52700,1394.36,295,39.0,69388,Verified,0,0
0,1,7330.3,C,255.14,32.62,8800,79.74,88,42.6,74086,Source Verified,1,0
0,7,25544.22,C,626.96,7.16,46500,1894.7,281,52.6,189690,Source Verified,1,0
0,9,17965.53,D,496.95,17.61,22200,2419.2,149,96.6,186336,Verified,0,0
0,4,3668.45,E,209.49,30.51,13800,342.86,52,45.9,15270,Verified,2,0
0,3,19386.58,B,674.29,18.98,68900,486.25,290,73.2,315473,Verified,1,0
0,3,9247.06,A,309.97,10.42,21000,142.68,217,46.2,69600,Source Verified,0,0
1,11,7016.55,C,314.39,29.72,16300,953.3,136,48.5,31297,Not Verified,0,0
0,1,11871.73,D,298.17,36.56,32900,158.57,350,43.6,14340,Not Verified,0,0
0,2,5699.73,A,185.98,25.5,14000,66.85,198,89.0,56317,Source Verified,0,0
0,6,6144.14,B,232.29,21.3,21600,329.89,134,31.8,26765,Source Verified,0,0
0,12,4947.62,C,233.81,36.21,14400,748.52,182,55.1,51740,Source Verified,1,0
0,6,23745.1,A,867.9,10.8,50800,929.91,226,49.9,34766,Source Verified,0,0
0,4,14303.47,C,354.1,28.68,21300,707.66,381,92.2,165990,Not Verified,0,0
0,10,17788.81,F,549.61,32.95,5700,3210.39,160,47.9,28214,Verified,0,0
0,2,954.14,C,33.79,38.79,18900,20.99,170,44.5,37211,Source Verified,0,0
0,10,19066.72,C,854.32,23.99,10000,2571.06,177,74.5,258007,Source Verified,0,0
0,3,9200.21,C,340.02,17.53,11900,339.97,199,70.0,216693,Source Verified,1,0
0,10,21414.25,C,566.56,33.79,29000,2571.88,151,55.8,174706,Verified,1,0
0,7,4131.96,B,159.4,7.46,8600,245.21,224,64.3,146779,Source Verified,0,0
0,1,14636.43,B,478.19,19.87,42310,99.34,131,64.0,75157,Not Verified,0,0
0,7,5353.2,D,226.37,13.8,14900,581.8,101,50.9,265472,Source Verified,1,0
0,2,11423.11,B,387.15,23.24,24300,190.75,75,49.7,30438,Verified,0,0
0,6,11287.27,C,279.16,27.27,37700,673.74,206,48.2,42343,Verified,0,0
4,12,6191.77,E,281.59,2.73,5300,1009.16,173,26.4,11148,Verified,2,1
0,3,5465.85,C,197.08,25.89,13800,177.95,165,73.0,35149,Not Verified,0,0
0,2,5720.24,C,199.43,17.7,6900,115.08,206,82.5,39491,Verified,0,0
1,3,3012.73,D,111.61,13.93,2800,83.05,152,77.9,13898,Verified,1,0
1,12,23659.86,D,683.57,12.08,26700,4152.34,243,87.0,46421,Source Verified,0,0
0,7,20445.53,A,752.87,19.58,115700,700.84,203,17.0,313038,Source Verified,0,0
0,4,10661.81,C,256.74,18.86,10800,480.48,290,65.5,154787,Verified,0,0
1,5,11423.4,C,275.07,13.23,5400,505.91,221,89.4,119356,Source Verified,0,0
9,11,0.0,C,5004.61,19.23,5000,168.95,141,24.5,181361,Not Verified,1,0
0,7,6034.79,C,248.36,9.83,7700,561.59,168,90.6,6980,Verified,1,0
0,12,20332.76,E,603.03,24.42,27800,4069.94,136,73.4,39692,Source Verified,1,0
1,2,34208.09,C,1190.62,24.82,35910,358.84,379,29.0,227549,Verified,2,0
1,6,13230.75,C,509.58,26.43,24300,721.05,232,81.9,25350,Source Verified,0,0
0,7,4969.13,B,193.58,4.31,29000,320.86,155,4.1,1196,Not Verified,1,0
0,6,6976.16,A,244.25,15.56,17100,191.86,208,6.4,53503,Source Verified,0,0
1,5,14737.68,D,387.47,32.56,35100,872.53,169,83.3,319402,Verified,0,0
1,3,6099.28,B,241.16,18.56,11500,147.48,149,57.6,12274,Verified,0,0
0,3,4489.57,B,152.39,28.82,31300,92.33,405,14.5,9536,Verified,0,0
0,3,11390.48,A,366.37,16.95,18200,133.62,205,50.4,84245,Not Verified,0,0
0,12,13209.41,A,588.38,17.89,70000,1063.05,163,57.2,446189,Source Verified,1,0
0,3,4998.7,B,169.67,17.59,57100,102.8,198,25.0,239532,Not Verified,1,0
1,4,24059.86,A,813.43,9.6,49700,488.75,143,46.9,458651,Not Verified,1,0
0,4,6291.53,A,215.79,15.36,16000,149.33,98,40.0,146673,Source Verified,1,0
0,4,30681.93,E,833.45,11.71,35700,1981.61,161,86.7,30956,Verified,1,0
1,8,4928.04,A,184.97,23.47,20500,220.53,165,18.8,139235,Not Verified,0,0
0,12,11935.34,C,328.01,11.11,26100,1849.2,279,48.9,497042,Source Verified,1,0
0,3,9253.79,A,312.86,17.46,27800,183.6,216,80.8,429965,Source Verified,0,0
0,10,9205.49,D,419.58,33.78,69800,1390.88,202,27.7,51761,Source Verified,1,0
0,9,19794.79,D,874.12,8.89,99400,2533.69,188,66.6,655079,Verified,0,0
5,12,32595.34,E,966.47,16.98,52800,4317.87,195,35.1,69204,Verified,0,1
1,3,6663.48,B,225.84,9.88,17200,107.39,135,32.9,5667,Verified,0,0
1,7,0.0,C,13047.88,25.87,32800,1108.04,129,41.7,56879,Source Verified,1,0
0,4,9043.94,B,341.51,19.3,6500,355.26,113,71.0,27693,Not Verified,2,0
0,3,6500.36,B,229.14,6.17,15300,179.23,126,25.6,382274,Source Verified,2,0
1,5,19736.42,C,474.49,22.81,45000,857.37,328,95.0,62156,Verified,0,0
0,10,3203.16,C,143.53,34.16,27600,431.93,148,46.7,29435,Not Verified,0,0
1,5,7215.44,B,255.04,12.0,21900,231.52,221,42.2,310101,Source Verified,0,0
0,8,13403.95,B,318.64,19.09,24300,936.42,177,31.4,79719,Source Verified,1,0
1,4,16739.14,C,600.36,24.06,46600,515.64,120,41.2,34808,Source Verified,2,0
0,6,5207.83,D,216.5,29.01,21600,500.88,195,48.7,38108,Verified,2,0
1,9,28851.07,D,787.66,27.68,4700,3392.51,140,31.3,41748,Verified,0,0
0,5,8847.71,C,341.73,20.29,38500,540.82,204,26.3,116765,Source Verified,2,0
0,4,5436.74,C,200.12,34.99,22200,229.03,169,69.8,114300,Verified,0,0
0,10,12449.69,D,575.72,33.29,21800,2048.94,290,46.4,33396,Source Verified,1,0
0,8,0.0,B,8022.01,11.75,33100,596.38,188,47.6,131943,Not Verified,0,0
1,8,1512.3,D,62.94,15.03,16300,150.36,129,65.6,64518,Not Verified,2,0
0,3,19201.97,B,416.82,22.42,33800,432.05,170,59.7,179680,Not Verified,0,0
1,6,21998.57,B,818.35,14.92,67200,1059.79,156,57.5,419333,Not Verified,0,0
0,6,11574.15,C,463.09,30.61,37700,916.76,240,35.9,45442,Verified,1,0
0,6,21971.66,A,478.18,21.89,94700,821.38,272,45.6,325607,Verified,0,0
0,4,24196.22,E,642.34,8.39,19500,1289.15,217,84.5,112357,Source Verified,2,0
0,3,4643.12,B,163.67,8.27,11200,128.02,99,64.3,19936,Source Verified,0,0
0,4,10814.0,B,387.15,14.5,30400,405.15,279,65.9,25328,Source Verified,0,0
0,9,20764.55,A,832.7,23.53,39000,1248.47,139,30.9,311383,Source Verified,0,0
1,4,9511.52,C,225.95,27.83,19800,352.46,192,38.6,8165,Not Verified,0,0
0,5,12671.17,B,471.37,17.15,83300,619.23,474,87.2,685358,Verified,1,0
0,10,11055.13,A,460.97,17.69,36000,727.9,202,82.0,39454,Source Verified,0,0
1,8,31809.33,B,760.82,14.66,24100,2136.44,393,53.5,176529,Verified,0,0
1,8,3336.07,C,134.18,11.74,25600,272.51,236,2.0,9638,Not Verified,2,0
0,6,17060.56,F,507.33,16.54,73200,1669.53,182,20.6,32213,Source Verified,0,0
1,6,15809.44,B,580.73,10.55,37300,740.16,215,32.8,52755,Not Verified,0,0
0,2,4142.02,E,157.43,34.88,22700,125.22,153,91.5,189260,Source Verified,0,0
0,11,3599.74,B,157.1,32.19,66700,325.57,226,80.0,188505,Not Verified,0,0
0,5,10503.54,B,377.04,12.22,15000,383.29,155,63.4,43865,Source Verified,0,0
0,8,6736.96,D,283.44,36.89,15300,669.54,-605,45.3,16836,Verified,1,0
0,12,17336.76,A,785.61,12.86,58100,1741.33,343,36.7,139937,Source Verified,0,0
0,7,12530.7,C,507.8,17.57,24400,1063.08,261,76.5,228985,Not Verified,0,0
0,12,6058.87,C,293.75,24.32,23600,1101.81,140,29.3,6922,Source Verified,1,0
0,7,31960.05,C,790.82,21.77,298700,2446.44,355,44.8,436946,Verified,0,0
1,2,14221.25,B,316.63,24.24,50400,128.69,257,64.6,183631,Not Verified,0,0
0,1,13641.97,C,324.55,33.3,21100,155.42,379,34.1,44054,Not Verified,0,0
0,7,8303.66,B,327.34,23.78,27400,588.93,200,71.1,94623,Not Verified,2,0
0,9,7515.25,D,336.88,27.01,34400,1150.68,394,50.5,17362,Verified,0,0
0,1,21734.85,C,588.29,25.18,23500,292.36,308,87.3,33339,Not Verified,0,0
0,6,8492.75,A,312.86,7.33,2000,361.14,168,10.4,104384,Not Verified,0,0
1,10,13843.06,A,555.13,8.55,14500,825.39,351,99.1,434360,Not Verified,0,0
0,4,22815.56,C,537.4,26.26,82400,981.54,209,48.1,117527,Not Verified,0,0
0,8,28378.27,C,1184.86,9.93,49800,2831.23,342,46.1,249163,Verified,0,0
1,4,4649.75,C,166.77,31.77,92600,146.65,130,6.1,277881,Verified,1,0
0,1,34609.26,D,840.2,7.19,108900,419.5,224,42.8,332603,Source Verified,0,0
0,9,0.0,B,8078.12,27.29,11900,605.06,88,69.9,10614,Not Verified,1,0
1,5,13489.56,A,464.95,10.06,21800,343.31,192,64.2,334476,Not Verified,0,0
0,6,0.0,B,18670.52,5.39,38700,996.42,260,66.3,272404,Source Verified,0,0
0,2,3891.74,A,125.18,12.38,6500,39.97,245,82.5,186916,Not Verified,0,0
0,10,7579.39,C,333.53,13.7,15600,901.03,191,82.0,12797,Source Verified,1,0
1,5,14388.89,A,495.94,23.38,43700,359.74,240,31.3,38914,Not Verified,0,0
0,8,10857.84,C,283.28,14.62,6500,1104.55,168,49.4,240496,Not Verified,0,0
0,7,16730.87,E,486.86,15.25,21800,2201.86,168,89.2,241911,Verified,1,0
0,3,2986.46,D,111.89,16.03,12840,133.22,160,25.0,4460,Not Verified,2,0
0,4,31733.13,D,826.33,21.3,41800,1791.01,121,65.6,47128,Source Verified,1,0
1,3,7156.93,C,253.9,31.1,41800,159.18,259,45.4,148535,Not Verified,2,0
0,2,9893.11,D,276.79,23.73,12500,155.74,117,66.5,86496,Source Verified,0,0
0,3,13949.29,C,500.3,12.65,7000,424.59,196,63.1,19989,Not Verified,0,0
1,10,11790.49,C,507.8,37.65,49500,1421.78,218,50.1,94576,Source Verified,0,0
0,4,10291.37,F,298.23,34.4,22600,767.28,78,95.9,21667,Verified,0,0
0,3,13913.81,B,483.94,24.74,53300,357.31,187,25.4,41825,Not Verified,2,0
0,4,8155.11,C,300.18,13.64,28800,340.47,227,72.3,264348,Source Verified,1,0
-1,0,0.0,C,20026.46,22.5,38300,10.18,191,84.3,188088,Not Verified,1,0
0,11,22987.58,E,667.0,30.75,35200,3992.6,116,68.5,256017,Verified,1,0
0,11,9573.33,C,442.17,27.09,11800,1427.33,66,42.0,38481,Source Verified,0,0
0,5,13174.53,B,483.94,23.75,59800,585.91,276,88.5,225661,Source Verified,2,0
0,1,3221.78,B,107.48,23.38,10100,25.36,237,47.4,239317,Verified,1,0
3,10,18660.11,C,762.06,16.69,15400,1659.87,130,89.6,177106,Not Verified,0,1
2,9,0.0,A,4870.68,18.09,99300,770.47,183,49.0,255253,Source Verified,1,0
0,5,9019.34,B,318.79,9.63,18400,284.31,41,62.1,11420,Source Verified,0,0
0,2,13636.81,B,297.39,17.92,14700,254.9,261,26.6,19465,Not Verified,0,0
0,9,6301.2,C,273.39,24.64,54900,755.49,121,15.5,32288,Source Verified,2,0
0,9,3426.54,B,157.1,7.86,14500,265.65,50,38.0,190442,Verified,0,0
1,6,10130.74,E,273.17,31.29,18800,785.74,117,63.6,86477,Verified,1,0
0,1,9752.89,A,312.86,15.3,32800,61.37,316,35.7,295934,Not Verified,0,0
0,2,3182.33,D,119.5,3.56,2500,93.08,239,101.0,112153,Source Verified,2,0
0,12,9005.11,D,260.5,31.78,53979,1656.23,207,42.2,94921,Not Verified,0,0
1,8,10631.62,A,391.5,18.86,59800,368.28,423,23.0,200950,Source Verified,0,0
0,12,6864.98,A,304.36,12.38,29100,510.6,132,26.4,49996,Not Verified,0,0
0,9,6953.43,B,293.62,17.15,9700,690.31,302,91.2,23652,Source Verified,0,0
0,6,30088.96,C,1184.86,19.04,39100,2172.2,203,62.2,47291,Verified,0,0
1,6,30581.26,A,1084.87,14.8,164500,991.49,301,50.6,508454,Source Verified,1,0
0,4,3179.22,C,119.61,34.12,38600,154.94,251,3.3,35086,Verified,1,0
0,2,3721.19,C,131.75,11.77,35800,80.41,120,70.5,292099,Source Verified,3,0
